source,target,edge_type,weight,metadata
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.21203/rs.3.rs-7066049/v1,finding:E_06e394bfefd3,paper_reports_finding,1.0,{}
finding:E_06e394bfefd3,mechanism:sleep quality,finding_supports_mechanism,0.13,{}
mechanism:sleep quality,variable:sleep quality,mechanism_measured_by_variable,1.0,{}
variable:sleep quality,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.21203/rs.3.rs-7066049/v1,finding:E_029d7bed65a4,paper_reports_finding,1.0,{}
finding:E_029d7bed65a4,mechanism:confound / methodological limitation,finding_supports_mechanism,0.13,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.21203/rs.3.rs-7066049/v1,finding:E_b8a8156e695a,paper_reports_finding,1.0,{}
finding:E_b8a8156e695a,mechanism:salience network dysregulation,finding_supports_mechanism,0.16,{}
mechanism:salience network dysregulation,variable:salience_FC,mechanism_measured_by_variable,1.0,{}
variable:salience_FC,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.21203/rs.3.rs-7066049/v1,finding:E_2a1f5cc6567f,paper_reports_finding,1.0,{}
finding:E_2a1f5cc6567f,mechanism:sleep quality,finding_supports_mechanism,0.16,{}
mechanism:sleep quality,variable:sleep quality,mechanism_measured_by_variable,1.0,{}
variable:sleep quality,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.21203/rs.3.rs-7066049/v1,finding:E_d3e5197401fb,paper_reports_finding,1.0,{}
finding:E_d3e5197401fb,mechanism:confound / methodological limitation,finding_supports_mechanism,0.16,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.21203/rs.3.rs-7066049/v1,finding:E_e71aae6033c8,paper_reports_finding,1.0,{}
finding:E_e71aae6033c8,mechanism:limbic structural vulnerability,finding_supports_mechanism,0.19,{}
mechanism:limbic structural vulnerability,variable:hippocampus_volume,mechanism_measured_by_variable,1.0,{}
variable:hippocampus_volume,modality:MRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.21203/rs.3.rs-7066049/v1,finding:E_7400afcab360,paper_reports_finding,1.0,{}
finding:E_7400afcab360,mechanism:sleep quality,finding_supports_mechanism,0.19,{}
mechanism:sleep quality,variable:sleep quality,mechanism_measured_by_variable,1.0,{}
variable:sleep quality,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.21203/rs.3.rs-7066049/v1,finding:E_dac5245f7c45,paper_reports_finding,1.0,{}
finding:E_dac5245f7c45,mechanism:salience network dysregulation,finding_supports_mechanism,0.27,{}
mechanism:salience network dysregulation,variable:salience_FC,mechanism_measured_by_variable,1.0,{}
variable:salience_FC,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.21203/rs.3.rs-7066049/v1,finding:E_00822285eb58,paper_reports_finding,1.0,{}
finding:E_00822285eb58,mechanism:confound / methodological limitation,finding_supports_mechanism,0.27,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.21203/rs.3.rs-7066049/v1,finding:E_84a205a76db5,paper_reports_finding,1.0,{}
finding:E_84a205a76db5,mechanism:default mode network dysregulation,finding_supports_mechanism,0.3,{}
mechanism:default mode network dysregulation,variable:DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:DMN_FC,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.21203/rs.3.rs-7066049/v1,finding:E_b8e4d71b4097,paper_reports_finding,1.0,{}
finding:E_b8e4d71b4097,mechanism:white matter integrity,finding_supports_mechanism,0.3,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.21203/rs.3.rs-7066049/v1,finding:E_74a7ab08ebde,paper_reports_finding,1.0,{}
finding:E_74a7ab08ebde,mechanism:hyperarousal,finding_supports_mechanism,0.3,{}
mechanism:hyperarousal,variable:beta_power,mechanism_measured_by_variable,1.0,{}
variable:beta_power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1371/journal.pone.0156771,finding:E_b7f3d9ef2ec1,paper_reports_finding,1.0,{}
finding:E_b7f3d9ef2ec1,mechanism:hyperarousal,finding_supports_mechanism,0.834,{}
mechanism:hyperarousal,variable:beta_power,mechanism_measured_by_variable,1.0,{}
variable:beta_power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1371/journal.pone.0156771,finding:E_cd0f672866cc,paper_reports_finding,1.0,{}
finding:E_cd0f672866cc,mechanism:REM_NREM_switching,finding_supports_mechanism,0.834,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1371/journal.pone.0156771,finding:E_e9a6ddf09d78,paper_reports_finding,1.0,{}
finding:E_e9a6ddf09d78,mechanism:gabaergic_sleep_promotion,finding_supports_mechanism,0.724,{}
mechanism:gabaergic_sleep_promotion,variable:GABA neuron,mechanism_measured_by_variable,1.0,{}
variable:GABA neuron,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1371/journal.pone.0156771,finding:E_7ad4c2f88780,paper_reports_finding,1.0,{}
finding:E_7ad4c2f88780,mechanism:gabaergic_sleep_promotion,finding_supports_mechanism,0.724,{}
mechanism:gabaergic_sleep_promotion,variable:GABA neuron,mechanism_measured_by_variable,1.0,{}
variable:GABA neuron,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1371/journal.pone.0156771,finding:E_d839ee734a92,paper_reports_finding,1.0,{}
finding:E_d839ee734a92,mechanism:gabaergic_sleep_promotion,finding_supports_mechanism,0.834,{}
mechanism:gabaergic_sleep_promotion,variable:GABA neuron,mechanism_measured_by_variable,1.0,{}
variable:GABA neuron,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1371/journal.pone.0156771,finding:E_7d65d711a55f,paper_reports_finding,1.0,{}
finding:E_7d65d711a55f,mechanism:gabaergic_sleep_promotion,finding_supports_mechanism,0.834,{}
mechanism:gabaergic_sleep_promotion,variable:GABA neuron,mechanism_measured_by_variable,1.0,{}
variable:GABA neuron,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1371/journal.pone.0156771,finding:E_20c961890263,paper_reports_finding,1.0,{}
finding:E_20c961890263,mechanism:REM_NREM_switching,finding_supports_mechanism,0.724,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1371/journal.pone.0156771,finding:E_ea4ce38c1938,paper_reports_finding,1.0,{}
finding:E_ea4ce38c1938,mechanism:hyperarousal,finding_supports_mechanism,0.724,{}
mechanism:hyperarousal,variable:beta_power,mechanism_measured_by_variable,1.0,{}
variable:beta_power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1371/journal.pone.0156771,finding:E_6338d6edff2d,paper_reports_finding,1.0,{}
finding:E_6338d6edff2d,mechanism:white matter integrity,finding_supports_mechanism,0.724,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.3389/fneur.2012.00105,finding:E_a0cf506ba6d3,paper_reports_finding,1.0,{}
finding:E_a0cf506ba6d3,mechanism:confound / methodological limitation,finding_supports_mechanism,0.166,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.3389/fneur.2012.00105,finding:E_3f10f3033335,paper_reports_finding,1.0,{}
finding:E_3f10f3033335,mechanism:confound / methodological limitation,finding_supports_mechanism,0.696,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.3389/fneur.2012.00105,finding:E_c9d094ef6e8d,paper_reports_finding,1.0,{}
finding:E_c9d094ef6e8d,mechanism:structural morphology,finding_supports_mechanism,0.306,{}
mechanism:structural morphology,variable:cortical thickness,mechanism_measured_by_variable,1.0,{}
variable:cortical thickness,modality:MRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.3389/fneur.2012.00105,finding:E_503ffb236bef,paper_reports_finding,1.0,{}
finding:E_503ffb236bef,mechanism:REM_NREM_switching,finding_supports_mechanism,0.196,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsae067.0382,finding:E_8ab4e0b414bb,paper_reports_finding,1.0,{}
finding:E_8ab4e0b414bb,mechanism:confound / methodological limitation,finding_supports_mechanism,0.69,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsae067.0382,finding:E_c7605d387992,paper_reports_finding,1.0,{}
finding:E_c7605d387992,mechanism:white matter integrity,finding_supports_mechanism,0.15,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsae067.0382,finding:E_8b1bdbb8b95c,paper_reports_finding,1.0,{}
finding:E_8b1bdbb8b95c,mechanism:insomnia severity,finding_supports_mechanism,0.15,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsae067.0382,finding:E_a42ef1fd8c80,paper_reports_finding,1.0,{}
finding:E_a42ef1fd8c80,mechanism:sleep quality,finding_supports_mechanism,0.15,{}
mechanism:sleep quality,variable:PSQI,mechanism_measured_by_variable,1.0,{}
variable:PSQI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsae067.0382,finding:E_668f58d4f9f2,paper_reports_finding,1.0,{}
finding:E_668f58d4f9f2,mechanism:white matter integrity,finding_supports_mechanism,0.83,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsae067.0382,finding:E_e2825632fa01,paper_reports_finding,1.0,{}
finding:E_e2825632fa01,mechanism:insomnia severity,finding_supports_mechanism,0.83,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsae067.0382,finding:E_6d3c6859dbe3,paper_reports_finding,1.0,{}
finding:E_6d3c6859dbe3,mechanism:sleep quality,finding_supports_mechanism,0.83,{}
mechanism:sleep quality,variable:PSQI,mechanism_measured_by_variable,1.0,{}
variable:PSQI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1093/sleep/zsae067.0382,finding:E_a01385991185,paper_reports_finding,1.0,{}
finding:E_a01385991185,mechanism:white matter integrity,finding_supports_mechanism,0.3,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-017-12890-7,finding:E_105d2106e045,paper_reports_finding,1.0,{}
finding:E_105d2106e045,mechanism:REM_NREM_switching,finding_supports_mechanism,0.192,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-017-12890-7,finding:E_b2807e02f6d1,paper_reports_finding,1.0,{}
finding:E_b2807e02f6d1,mechanism:slow-wave generation,finding_supports_mechanism,0.162,{}
mechanism:slow-wave generation,variable:slow-wave activity,mechanism_measured_by_variable,1.0,{}
variable:slow-wave activity,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-017-12890-7,finding:E_5c63f4dd96a1,paper_reports_finding,1.0,{}
finding:E_5c63f4dd96a1,mechanism:confound / methodological limitation,finding_supports_mechanism,0.162,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-017-12890-7,finding:E_5c18f4acd5f8,paper_reports_finding,1.0,{}
finding:E_5c18f4acd5f8,mechanism:REM_NREM_switching,finding_supports_mechanism,0.162,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-017-12890-7,finding:E_c6d36728630d,paper_reports_finding,1.0,{}
finding:E_c6d36728630d,mechanism:thalamocortical coupling,finding_supports_mechanism,0.192,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-017-12890-7,finding:E_05a8429cdaa4,paper_reports_finding,1.0,{}
finding:E_05a8429cdaa4,mechanism:REM_NREM_switching,finding_supports_mechanism,0.192,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41598-017-12890-7,finding:E_2bca5d8acfb0,paper_reports_finding,1.0,{}
finding:E_2bca5d8acfb0,mechanism:REM_NREM_switching,finding_supports_mechanism,0.302,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.sleep.2020.01.010,finding:E_fbaa45c8e7d6,paper_reports_finding,1.0,{}
finding:E_fbaa45c8e7d6,mechanism:default mode network dysregulation,finding_supports_mechanism,0.726,{}
mechanism:default mode network dysregulation,variable:functional connectivity,mechanism_measured_by_variable,1.0,{}
variable:functional connectivity,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.sleep.2020.01.010,finding:E_014d714e6d7d,paper_reports_finding,1.0,{}
finding:E_014d714e6d7d,mechanism:confound / methodological limitation,finding_supports_mechanism,0.436,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.sleep.2020.01.010,finding:E_f8da0ac09c3c,paper_reports_finding,1.0,{}
finding:E_f8da0ac09c3c,mechanism:confound / methodological limitation,finding_supports_mechanism,0.166,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.sleep.2020.01.010,finding:E_fb13e858c760,paper_reports_finding,1.0,{}
finding:E_fb13e858c760,mechanism:thalamocortical coupling,finding_supports_mechanism,0.306,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.sleep.2020.01.010,finding:E_3fe2a1b28b2b,paper_reports_finding,1.0,{}
finding:E_3fe2a1b28b2b,mechanism:white matter integrity,finding_supports_mechanism,0.306,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.sleep.2020.01.010,finding:E_6691cff13981,paper_reports_finding,1.0,{}
finding:E_6691cff13981,mechanism:confound / methodological limitation,finding_supports_mechanism,0.136,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.sleep.2020.01.010,finding:E_c0763da34491,paper_reports_finding,1.0,{}
finding:E_c0763da34491,mechanism:thalamocortical coupling,finding_supports_mechanism,0.836,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1007/s11682-024-00939-x,finding:E_e12f48b0f32b,paper_reports_finding,1.0,{}
finding:E_e12f48b0f32b,mechanism:REM_NREM_switching,finding_supports_mechanism,0.721,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1007/s11682-024-00939-x,finding:E_fb44612c657f,paper_reports_finding,1.0,{}
finding:E_fb44612c657f,mechanism:thalamocortical coupling,finding_supports_mechanism,0.721,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1007/s11682-024-00939-x,finding:E_ba14596ec380,paper_reports_finding,1.0,{}
finding:E_ba14596ec380,mechanism:thalamocortical coupling,finding_supports_mechanism,0.691,{}
mechanism:thalamocortical coupling,variable:thalamic connectivity,mechanism_measured_by_variable,1.0,{}
variable:thalamic connectivity,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1007/s11682-024-00939-x,finding:E_989d5db17cb1,paper_reports_finding,1.0,{}
finding:E_989d5db17cb1,mechanism:confound / methodological limitation,finding_supports_mechanism,0.691,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1007/s11682-024-00939-x,finding:E_8be4310684d9,paper_reports_finding,1.0,{}
finding:E_8be4310684d9,mechanism:white matter integrity,finding_supports_mechanism,0.691,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
variable:FA,modality:DTI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1007/s11682-024-00939-x,finding:E_99b02a8871e6,paper_reports_finding,1.0,{}
finding:E_99b02a8871e6,mechanism:confound / methodological limitation,finding_supports_mechanism,0.691,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1007/s11682-024-00939-x,finding:E_f0913934b4b7,paper_reports_finding,1.0,{}
finding:E_f0913934b4b7,mechanism:default mode network dysregulation,finding_supports_mechanism,0.831,{}
mechanism:default mode network dysregulation,variable:functional connectivity,mechanism_measured_by_variable,1.0,{}
variable:functional connectivity,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_970bee7de6bb,paper_reports_finding,1.0,{}
finding:E_970bee7de6bb,mechanism:hyperarousal,finding_supports_mechanism,0.725,{}
mechanism:hyperarousal,variable:beta_power,mechanism_measured_by_variable,1.0,{}
variable:beta_power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_a9edca54322b,paper_reports_finding,1.0,{}
finding:E_a9edca54322b,mechanism:hyperarousal,finding_supports_mechanism,0.725,{}
mechanism:hyperarousal,variable:beta_power,mechanism_measured_by_variable,1.0,{}
variable:beta_power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_0dd029f6062e,paper_reports_finding,1.0,{}
finding:E_0dd029f6062e,mechanism:hyperarousal,finding_supports_mechanism,0.725,{}
mechanism:hyperarousal,variable:beta_power,mechanism_measured_by_variable,1.0,{}
variable:beta_power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_5b8a26d100db,paper_reports_finding,1.0,{}
finding:E_5b8a26d100db,mechanism:REM_NREM_switching,finding_supports_mechanism,0.725,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_333ac18c270d,paper_reports_finding,1.0,{}
finding:E_333ac18c270d,mechanism:insomnia severity,finding_supports_mechanism,0.725,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_05fa1225dd02,paper_reports_finding,1.0,{}
finding:E_05fa1225dd02,mechanism:sleep quality,finding_supports_mechanism,0.725,{}
mechanism:sleep quality,variable:PSQI,mechanism_measured_by_variable,1.0,{}
variable:PSQI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_2cf5933973dc,paper_reports_finding,1.0,{}
finding:E_2cf5933973dc,mechanism:insomnia severity,finding_supports_mechanism,0.725,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_5937d6101452,paper_reports_finding,1.0,{}
finding:E_5937d6101452,mechanism:sleep quality,finding_supports_mechanism,0.725,{}
mechanism:sleep quality,variable:PSQI,mechanism_measured_by_variable,1.0,{}
variable:PSQI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_94aebb706583,paper_reports_finding,1.0,{}
finding:E_94aebb706583,mechanism:default mode network dysregulation,finding_supports_mechanism,0.725,{}
mechanism:default mode network dysregulation,variable:functional connectivity,mechanism_measured_by_variable,1.0,{}
variable:functional connectivity,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_0c0dc9e305ed,paper_reports_finding,1.0,{}
finding:E_0c0dc9e305ed,mechanism:confound / methodological limitation,finding_supports_mechanism,0.695,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_4af44bf311b1,paper_reports_finding,1.0,{}
finding:E_4af44bf311b1,mechanism:confound / methodological limitation,finding_supports_mechanism,0.695,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_47938f716263,paper_reports_finding,1.0,{}
finding:E_47938f716263,mechanism:insomnia severity,finding_supports_mechanism,0.725,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_8204ee70fa0b,paper_reports_finding,1.0,{}
finding:E_8204ee70fa0b,mechanism:sleep quality,finding_supports_mechanism,0.725,{}
mechanism:sleep quality,variable:PSQI,mechanism_measured_by_variable,1.0,{}
variable:PSQI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_2ab43747f23b,paper_reports_finding,1.0,{}
finding:E_2ab43747f23b,mechanism:confound / methodological limitation,finding_supports_mechanism,0.695,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_673d4e688997,paper_reports_finding,1.0,{}
finding:E_673d4e688997,mechanism:confound / methodological limitation,finding_supports_mechanism,0.695,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_ba9bfa09089b,paper_reports_finding,1.0,{}
finding:E_ba9bfa09089b,mechanism:REM_NREM_switching,finding_supports_mechanism,0.695,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_6b7a9a8ecd94,paper_reports_finding,1.0,{}
finding:E_6b7a9a8ecd94,mechanism:insomnia severity,finding_supports_mechanism,0.725,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_83174738ff53,paper_reports_finding,1.0,{}
finding:E_83174738ff53,mechanism:sleep quality,finding_supports_mechanism,0.725,{}
mechanism:sleep quality,variable:PSQI,mechanism_measured_by_variable,1.0,{}
variable:PSQI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_08cfd7c6a49e,paper_reports_finding,1.0,{}
finding:E_08cfd7c6a49e,mechanism:REM_NREM_switching,finding_supports_mechanism,0.725,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_4d57367d9b6a,paper_reports_finding,1.0,{}
finding:E_4d57367d9b6a,mechanism:insomnia severity,finding_supports_mechanism,0.835,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_48820d0c3c24,paper_reports_finding,1.0,{}
finding:E_48820d0c3c24,mechanism:sleep quality,finding_supports_mechanism,0.835,{}
mechanism:sleep quality,variable:PSQI,mechanism_measured_by_variable,1.0,{}
variable:PSQI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_ef10aaf986be,paper_reports_finding,1.0,{}
finding:E_ef10aaf986be,mechanism:REM_NREM_switching,finding_supports_mechanism,0.835,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_8fd530d5d95f,paper_reports_finding,1.0,{}
finding:E_8fd530d5d95f,mechanism:insomnia severity,finding_supports_mechanism,0.725,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_146c4b644e5f,paper_reports_finding,1.0,{}
finding:E_146c4b644e5f,mechanism:sleep quality,finding_supports_mechanism,0.725,{}
mechanism:sleep quality,variable:PSQI,mechanism_measured_by_variable,1.0,{}
variable:PSQI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_a5dfe3d32931,paper_reports_finding,1.0,{}
finding:E_a5dfe3d32931,mechanism:REM_NREM_switching,finding_supports_mechanism,0.725,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_6fa1c08a201a,paper_reports_finding,1.0,{}
